Measure ID,Measure Name,Value Set Name,Value Set OID
PPC,Prenatal and Postpartum Care,Prenatal Bundled Services,2.16.840.1.113883.3.464.1004.1223
PPC,Prenatal and Postpartum Care,Prenatal Visits,2.16.840.1.113883.3.464.1004.1225
PPC,Prenatal and Postpartum Care,Stand Alone Prenatal Visits,2.16.840.1.113883.3.464.1004.1240
PPC,Prenatal and Postpartum Care,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
PRS-E,Prenatal Immunization Status,37 Weeks Gestation,2.16.840.1.113883.3.464.1004.1509
PRS-E,Prenatal Immunization Status,38 Weeks Gestation,2.16.840.1.113883.3.464.1004.1510
PRS-E,Prenatal Immunization Status,39 Weeks Gestation,2.16.840.1.113883.3.464.1004.1511
PRS-E,Prenatal Immunization Status,40 Weeks Gestation,2.16.840.1.113883.3.464.1004.1512
PRS-E,Prenatal Immunization Status,41 Weeks Gestation,2.16.840.1.113883.3.464.1004.1513
PRS-E,Prenatal Immunization Status,42 Weeks Gestation,2.16.840.1.113883.3.464.1004.1514
PRS-E,Prenatal Immunization Status,Adult Influenza Immunization,2.16.840.1.113883.3.464.1004.1913
PRS-E,Prenatal Immunization Status,Adult Influenza Vaccine Procedure,2.16.840.1.113883.3.464.1004.1914
PRS-E,Prenatal Immunization Status,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
PRS-E,Prenatal Immunization Status,"Anaphylaxis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2240
PRS-E,Prenatal Immunization Status,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
PRS-E,Prenatal Immunization Status,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
PRS-E,Prenatal Immunization Status,Deliveries,2.16.840.1.113883.3.464.1004.1072
PRS-E,Prenatal Immunization Status,"Encephalitis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2241
PRS-E,Prenatal Immunization Status,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
PRS-E,Prenatal Immunization Status,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PRS-E,Prenatal Immunization Status,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PRS-E,Prenatal Immunization Status,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
PRS-E,Prenatal Immunization Status,Tdap Vaccine Procedure,2.16.840.1.113883.3.464.1004.1792
PRS-E,Prenatal Immunization Status,Weeks of Gestation Less Than 37,2.16.840.1.113883.3.464.1004.1479
PRS-E,Prenatal Immunization Status,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
PSA,Non-Recommended PSA-Based Screening in Older Men,Abnormal PSA Test Result or Finding,2.16.840.1.113883.3.464.1004.1962
PSA,Non-Recommended PSA-Based Screening in Older Men,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
PSA,Non-Recommended PSA-Based Screening in Older Men,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
PSA,Non-Recommended PSA-Based Screening in Older Men,Prostate Cancer,2.16.840.1.113883.3.464.1004.1312
PSA,Non-Recommended PSA-Based Screening in Older Men,Prostate Dysplasia,2.16.840.1.113883.3.464.1004.1313
PSA,Non-Recommended PSA-Based Screening in Older Men,PSA Lab Test,2.16.840.1.113883.3.464.1004.1783
PSA,Non-Recommended PSA-Based Screening in Older Men,PSA Lab Test Exclusion,2.16.840.1.113883.3.464.1004.1963
PSA,Non-Recommended PSA-Based Screening in Older Men,PSA Test Result or Finding,2.16.840.1.113883.3.464.1004.1784
RDM,Race/Ethnicity Diversity of Membership,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
RDM,Race/Ethnicity Diversity of Membership,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
RDM,Race/Ethnicity Diversity of Membership,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
RDM,Race/Ethnicity Diversity of Membership,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
RDM,Race/Ethnicity Diversity of Membership,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
RDM,Race/Ethnicity Diversity of Membership,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,BH Stand Alone Acute Inpatient,2.16.840.1.113883.3.464.1004.1034
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,BH Stand Alone Nonacute Inpatient,2.16.840.1.113883.3.464.1004.1035
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Dementia,2.16.840.1.113883.3.464.1004.1074
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,ED,2.16.840.1.113883.3.464.1004.1086
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Frailty Device,2.16.840.1.113883.3.464.1004.1530
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Long Acting Injections 14 Days Supply,2.16.840.1.113883.3.464.1004.1151
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Long Acting Injections 28 Days Supply,2.16.840.1.113883.3.464.1004.1152
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Nonacute Inpatient POS,2.16.840.1.113883.3.464.1004.1031
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Online Assessments,2.16.840.1.113883.3.464.1004.1446
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Schizophrenia,2.16.840.1.113883.3.464.1004.1234
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
SAA,Adherence to Antipsychotic Medications for Individuals With Schizophrenia,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,AMI,2.16.840.1.113883.3.464.1004.1009
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,BH Stand Alone Acute Inpatient,2.16.840.1.113883.3.464.1004.1034
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,BH Stand Alone Nonacute Inpatient,2.16.840.1.113883.3.464.1004.1035
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,CABG,2.16.840.1.113883.3.464.1004.1048
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,ED,2.16.840.1.113883.3.464.1004.1086
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,IVD,2.16.840.1.113883.3.464.1004.1137
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,LDL C Lab Test,2.16.840.1.113883.3.464.1004.1769
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,LDL C Test Result or Finding,2.16.840.1.113883.3.464.1004.1770
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Nonacute Inpatient POS,2.16.840.1.113883.3.464.1004.1031
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Online Assessments,2.16.840.1.113883.3.464.1004.1446
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Outpatient,2.16.840.1.113883.3.464.1004.1202
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,PCI,2.16.840.1.113883.3.464.1004.1204
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Schizophrenia,2.16.840.1.113883.3.464.1004.1234
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
SMC,Cardiovascular Monitoring for People With Cardiovascular Disease and Schizophrenia,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,BH Stand Alone Acute Inpatient,2.16.840.1.113883.3.464.1004.1034
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,BH Stand Alone Nonacute Inpatient,2.16.840.1.113883.3.464.1004.1035
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Diabetes,2.16.840.1.113883.3.464.1004.1077
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,ED,2.16.840.1.113883.3.464.1004.1086
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,HbA1c Lab Test,2.16.840.1.113883.3.464.1004.1755
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,HbA1c Test Result or Finding,2.16.840.1.113883.3.464.1004.1756
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,LDL C Lab Test,2.16.840.1.113883.3.464.1004.1769
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,LDL C Test Result or Finding,2.16.840.1.113883.3.464.1004.1770
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Nonacute Inpatient POS,2.16.840.1.113883.3.464.1004.1031
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Online Assessments,2.16.840.1.113883.3.464.1004.1446
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Schizophrenia,2.16.840.1.113883.3.464.1004.1234
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
SMD,Diabetes Monitoring for People With Diabetes and Schizophrenia,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
SNS-E,Social Need Screening and Intervention,Food Insecurity Procedures,2.16.840.1.113883.3.464.1004.2262
SNS-E,Social Need Screening and Intervention,Homelessness Procedures,2.16.840.1.113883.3.464.1004.2410
SNS-E,Social Need Screening and Intervention,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SNS-E,Social Need Screening and Intervention,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SNS-E,Social Need Screening and Intervention,Housing Instability Procedures,2.16.840.1.113883.3.464.1004.2412
SNS-E,Social Need Screening and Intervention,Inadequate Housing Procedures,2.16.840.1.113883.3.464.1004.2411
SNS-E,Social Need Screening and Intervention,Transportation Insecurity Procedures,2.16.840.1.113883.3.464.1004.2264
SPC,Statin Therapy for Patients with Cardiovascular Disease,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
SPC,Statin Therapy for Patients with Cardiovascular Disease,CABG,2.16.840.1.113883.3.464.1004.1048
SPC,Statin Therapy for Patients with Cardiovascular Disease,Cirrhosis,2.16.840.1.113883.3.464.1004.1379
SPC,Statin Therapy for Patients with Cardiovascular Disease,Dialysis Procedure,2.16.840.1.113883.3.464.1004.1952
SPC,Statin Therapy for Patients with Cardiovascular Disease,ESRD Diagnosis,2.16.840.1.113883.3.464.1004.1747
SPC,Statin Therapy for Patients with Cardiovascular Disease,Frailty Device,2.16.840.1.113883.3.464.1004.1530
SPC,Statin Therapy for Patients with Cardiovascular Disease,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
SPC,Statin Therapy for Patients with Cardiovascular Disease,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
SPC,Statin Therapy for Patients with Cardiovascular Disease,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
SPC,Statin Therapy for Patients with Cardiovascular Disease,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SPC,Statin Therapy for Patients with Cardiovascular Disease,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SPC,Statin Therapy for Patients with Cardiovascular Disease,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
SPC,Statin Therapy for Patients with Cardiovascular Disease,IVD,2.16.840.1.113883.3.464.1004.1137
SPC,Statin Therapy for Patients with Cardiovascular Disease,IVF,2.16.840.1.113883.3.464.1004.1392
SPC,Statin Therapy for Patients with Cardiovascular Disease,MI,2.16.840.1.113883.3.464.1004.1157
SPC,Statin Therapy for Patients with Cardiovascular Disease,Muscular Pain and Disease,2.16.840.1.113883.3.464.1004.1381
SPC,Statin Therapy for Patients with Cardiovascular Disease,Muscular Reactions to Statins,2.16.840.1.113883.3.464.1004.2556
SPC,Statin Therapy for Patients with Cardiovascular Disease,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
SPC,Statin Therapy for Patients with Cardiovascular Disease,Old Myocardial Infarction,2.16.840.1.113883.3.464.1004.2401
SPC,Statin Therapy for Patients with Cardiovascular Disease,Other Revascularization,2.16.840.1.113883.3.464.1004.1388
SPC,Statin Therapy for Patients with Cardiovascular Disease,"Outpatient, Telehealth and Acute Inpatient",2.16.840.1.113883.3.464.1004.2471
SPC,Statin Therapy for Patients with Cardiovascular Disease,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
SPC,Statin Therapy for Patients with Cardiovascular Disease,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
SPC,Statin Therapy for Patients with Cardiovascular Disease,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
SPC,Statin Therapy for Patients with Cardiovascular Disease,PCI,2.16.840.1.113883.3.464.1004.1204
SPC,Statin Therapy for Patients with Cardiovascular Disease,Pregnancy,2.16.840.1.113883.3.464.1004.1219
SPD,Statin Therapy for Patients with Diabetes,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
SPD,Statin Therapy for Patients with Diabetes,CABG,2.16.840.1.113883.3.464.1004.1048
SPD,Statin Therapy for Patients with Diabetes,Cirrhosis,2.16.840.1.113883.3.464.1004.1379
SPD,Statin Therapy for Patients with Diabetes,Diabetes,2.16.840.1.113883.3.464.1004.1077
SPD,Statin Therapy for Patients with Diabetes,Dialysis Procedure,2.16.840.1.113883.3.464.1004.1952
SPD,Statin Therapy for Patients with Diabetes,ESRD Diagnosis,2.16.840.1.113883.3.464.1004.1747
SPD,Statin Therapy for Patients with Diabetes,Frailty Device,2.16.840.1.113883.3.464.1004.1530
SPD,Statin Therapy for Patients with Diabetes,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
SPD,Statin Therapy for Patients with Diabetes,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
SPD,Statin Therapy for Patients with Diabetes,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
SPD,Statin Therapy for Patients with Diabetes,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SPD,Statin Therapy for Patients with Diabetes,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SPD,Statin Therapy for Patients with Diabetes,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
SPD,Statin Therapy for Patients with Diabetes,IVD,2.16.840.1.113883.3.464.1004.1137
SPD,Statin Therapy for Patients with Diabetes,IVF,2.16.840.1.113883.3.464.1004.1392
SPD,Statin Therapy for Patients with Diabetes,MI,2.16.840.1.113883.3.464.1004.1157
SPD,Statin Therapy for Patients with Diabetes,Muscular Pain and Disease,2.16.840.1.113883.3.464.1004.1381
SPD,Statin Therapy for Patients with Diabetes,Muscular Reactions to Statins,2.16.840.1.113883.3.464.1004.2556
SPD,Statin Therapy for Patients with Diabetes,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
SPD,Statin Therapy for Patients with Diabetes,Old Myocardial Infarction,2.16.840.1.113883.3.464.1004.2401
SPD,Statin Therapy for Patients with Diabetes,Other Revascularization,2.16.840.1.113883.3.464.1004.1388
SPD,Statin Therapy for Patients with Diabetes,"Outpatient, Telehealth and Acute Inpatient",2.16.840.1.113883.3.464.1004.2471
SPD,Statin Therapy for Patients with Diabetes,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
SPD,Statin Therapy for Patients with Diabetes,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
SPD,Statin Therapy for Patients with Diabetes,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
SPD,Statin Therapy for Patients with Diabetes,PCI,2.16.840.1.113883.3.464.1004.1204
SPD,Statin Therapy for Patients with Diabetes,Pregnancy,2.16.840.1.113883.3.464.1004.1219
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,BH Stand Alone Acute Inpatient,2.16.840.1.113883.3.464.1004.1034
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,BH Stand Alone Nonacute Inpatient,2.16.840.1.113883.3.464.1004.1035
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Bipolar Disorder,2.16.840.1.113883.3.464.1004.1044
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Diabetes,2.16.840.1.113883.3.464.1004.1077
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,ED,2.16.840.1.113883.3.464.1004.1086
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Glucose Lab Test,2.16.840.1.113883.3.464.1004.1751
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Glucose Test Result or Finding,2.16.840.1.113883.3.464.1004.1752
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,HbA1c Lab Test,2.16.840.1.113883.3.464.1004.1755
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,HbA1c Test Result or Finding,2.16.840.1.113883.3.464.1004.1756
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Long Acting Injections,2.16.840.1.113883.3.464.1004.1150
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Nonacute Inpatient POS,2.16.840.1.113883.3.464.1004.1031
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Online Assessments,2.16.840.1.113883.3.464.1004.1446
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Other Bipolar Disorder,2.16.840.1.113883.3.464.1004.1399
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Schizophrenia,2.16.840.1.113883.3.464.1004.1234
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
SSD,Diabetes Screening for People With Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
TFC,Topical Fluoride for Children,Application of Fluoride Varnish,2.16.840.1.113883.3.464.1004.2403
TFC,Topical Fluoride for Children,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
TFC,Topical Fluoride for Children,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
TRC,Transitions of Care,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
TRC,Transitions of Care,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
TRC,Transitions of Care,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
TRC,Transitions of Care,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
TRC,Transitions of Care,Medication Reconciliation Encounter,2.16.840.1.113883.3.464.1004.1528
TRC,Transitions of Care,Medication Reconciliation Intervention,2.16.840.1.113883.3.464.1004.1529
TRC,Transitions of Care,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
TRC,Transitions of Care,Outpatient and Telehealth,2.16.840.1.113883.3.464.1004.2466
TRC,Transitions of Care,Transitional Care Management Services,2.16.840.1.113883.3.464.1004.1462
UOP,Use of Opioids From Multiple Providers,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
UOP,Use of Opioids From Multiple Providers,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
URI,Appropriate Treatment for Upper Respiratory Infection,Comorbid Conditions,2.16.840.1.113883.3.464.1004.1066
URI,Appropriate Treatment for Upper Respiratory Infection,Competing Diagnosis,2.16.840.1.113883.3.464.1004.1067
URI,Appropriate Treatment for Upper Respiratory Infection,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
URI,Appropriate Treatment for Upper Respiratory Infection,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
URI,Appropriate Treatment for Upper Respiratory Infection,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
URI,Appropriate Treatment for Upper Respiratory Infection,"Outpatient, ED and Telehealth",2.16.840.1.113883.3.464.1004.2443
URI,Appropriate Treatment for Upper Respiratory Infection,Pharyngitis,2.16.840.1.113883.3.464.1004.1210
URI,Appropriate Treatment for Upper Respiratory Infection,URI,2.16.840.1.113883.3.464.1004.1255
W30,Well-Child Visits in the First 30 Months of Life,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
W30,Well-Child Visits in the First 30 Months of Life,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
W30,Well-Child Visits in the First 30 Months of Life,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
W30,Well-Child Visits in the First 30 Months of Life,Encounter for Well Care,2.16.840.1.113883.3.464.1004.2480
W30,Well-Child Visits in the First 30 Months of Life,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
W30,Well-Child Visits in the First 30 Months of Life,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
W30,Well-Child Visits in the First 30 Months of Life,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
W30,Well-Child Visits in the First 30 Months of Life,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
W30,Well-Child Visits in the First 30 Months of Life,Online Assessments,2.16.840.1.113883.3.464.1004.1446
W30,Well-Child Visits in the First 30 Months of Life,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
W30,Well-Child Visits in the First 30 Months of Life,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
W30,Well-Child Visits in the First 30 Months of Life,Well Care Visit,2.16.840.1.113883.3.464.1004.2479
